"INTERNATIONAL LABOUR ORGANIZATION Geneva"
"LABORSTA Labour Statistics Database"
"Copyright International Labour Organization 1998-2014"
""
"Selection:","Years: 1999-2008"
"","Country(ies): AD AE AF AG AI AL AM AN AO AR AS AT AU AW AZ BA BB BD BE BF BG BH BI BJ BM BN BO BR BS BT BW BY BZ C1 CA CD CF CG CH CI CK CL CM CN CO CR CS CU CV CY CZ D1 D2 D3 DE DJ DK DM DO DZ E1 EC EE EG EH ER ES ET FI FJ FK FO FR GA GB GD GE GF GG GH GI GL GM GN GP GQ GR GT GU GW GY HK HN HR HT HU ID IE IL IM IN IQ IR IS IT JE JG JM JO JP KE KG KH KI KM KN KP KR KS KW KY KZ LA LB LC LI LK LR LS LT LU LV LY M1 M2 M3 MA MC MD ME MG MH MK ML MM MN MO MP MQ MR MS MT MU MV MW MX MY MZ NA NC NE NF NG NI NL NO NP NR NU NZ OM PA PE PF PG PH PK PL PM PR PS PT PW PY QA RE RO RS RU RW SA SB SC SD SE SG SH SI SK SL SM SN SO SR ST SU SV SY SZ T1 T2 TC TD TG TH TJ TK TL TM TN TO TR TT TV TW TZ UA UG US UY UZ VC VE VG VI VN VU WF WS Y1 Y2 Y3 YE ZA ZM ZW"
"","Group of topics: Main statistics (annual) "
"","Table: 2B Total employment, by economic activity (Thousands)"
"","Extracted on 12/05/2014"


COUNTRY,CODE COUNTRY,SOURCE,CODE SOURCE,SOURCE_ID,SUBJECT,CODE SUBJECT,TYPE OF DATA,CODE TYPE OF DATA,WORKER COVERAGE,CODE WORKER COVERAGE,SEX,CODE SEX,TABLE,CODE TABLE,CLASSIFICATION,CODE CLASSIFICATION,SUB-CLASSIFICATION,CODE SUB-CLASSIFICATION,D1999,D2000,D2001,D2002,D2003,D2004,D2005,D2006,D2007,D2008,NOTES,
"Norway","NO","Population census","A",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","L Public Administration and Defence; Compulsory Social Security","12_",,,83.413,,,,,,,,"Persons aged 16 years and over. November. ",
"Norway","NO","Population census","A",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","M Education","13_",,,114.34,,,,,,,,"Persons aged 16 years and over. November. ",
"Norway","NO","Population census","A",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","N Health and Social Work","14_",,,317.415,,,,,,,,"Persons aged 16 years and over. November. ",
"Norway","NO","Population census","A",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","O Other Community,Social and Personal Service Activities","15_",,,47.412,,,,,,,,"Persons aged 16 years and over. November. ",
"Norway","NO","Population census","A",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","P Households with Employed Persons","16_",,,0.432,,,,,,,,"Persons aged 16 years and over. November. ",
"Norway","NO","Population census","A",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","Q Extra¬Territorial Organizations and Bodies","17_",,,0.055,,,,,,,,"Persons aged 16 years and over. November. ",
"Norway","NO","Population census","A",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","X Not classifiable by economic activity","18_",,,7.462,,,,,,,,"Persons aged 16 years and over. November. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","Total","00_",2259,2269,2278,2286,2269,2276,2289,2362,2443,2524,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","A Agriculture, Hunting and Forestry","01_",84,77,72,69,67,63,60,63,56,56,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","B Fishing","02_",18,16,17,17,16,16,15,14,13,14,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","C Mining and Quarrying","03_",32,33,36,35,32,33,35,35,39,42,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","D Manufacturing","04_",300,290,286,289,278,264,265,272,277,286,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","E Electricity, Gas and Water Supply","05_",18,20,18,14,17,16,16,16,17,18,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","F Construction","06_",146,147,152,157,159,160,159,167,180,183,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","G Wholesale and Retail Trade; Repair of Motor Vehicles, Motorcycles and Personal and Household Goods","07_",338,346,330,332,337,345,350,353,358,362,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","H Hotels and Restaurants","08_",72,73,67,68,70,70,71,68,67,68,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","I Transport, Storage and Communications","09_",170,168,169,161,149,149,152,157,158,156,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","J Financial Intermediation","10_",53,50,49,51,47,48,51,54,55,55,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","K Real Estate, Renting and Business Activities","11_",200,206,224,221,225,223,231,252,269,290,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","L Public Administration and Defence; Compulsory Social Security","12_",153,157,151,145,149,144,138,143,154,162,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","M Education","13_",179,184,190,188,186,195,190,193,215,220,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","N Health and Social Work","14_",397,403,417,440,440,449,458,471,476,502,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","O Other Community,Social and Personal Service Activities","15_",90,90,94,92,92,96,95,98,105,107,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","P Households with Employed Persons","16_",5,4,2,3,2,2,2,3,3,2,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","X Not classifiable by economic activity","18_",2,3,3,3,2,1,1,1,1,1,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","Total","00_",1209,1212,1214,1210,1198,1201,1211,1251,1289,1332,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","A Agriculture, Hunting and Forestry","01_",60,55,52,50,48,46,45,48,42,41,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","B Fishing","02_",16,14,15,15,15,15,13,12,12,13,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","C Mining and Quarrying","03_",26,27,29,30,27,27,29,28,31,33,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","D Manufacturing","04_",222,214,211,214,206,195,198,205,210,213,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","E Electricity, Gas and Water Supply","05_",15,16,14,12,14,12,13,13,13,14,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","F Construction","06_",134,135,140,144,146,149,149,156,167,172,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","G Wholesale and Retail Trade; Repair of Motor Vehicles, Motorcycles and Personal and Household Goods","07_",187,189,174,174,177,181,184,184,187,190,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","H Hotels and Restaurants","08_",23,26,24,24,25,28,27,25,23,23,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","I Transport, Storage and Communications","09_",120,117,118,116,109,109,113,117,117,117,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","J Financial Intermediation","10_",26,24,26,26,24,25,26,28,29,29,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","K Real Estate, Renting and Business Activities","11_",121,126,139,137,138,140,146,157,169,187,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","L Public Administration and Defence; Compulsory Social Security","12_",89,90,85,78,83,80,77,79,81,85,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","M Education","13_",61,65,70,68,66,68,65,67,77,77,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","N Health and Social Work","14_",66,68,71,77,76,80,83,86,84,86,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","O Other Community,Social and Personal Service Activities","15_",39,41,42,43,43,43,41,44,47,51,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","P Households with Employed Persons","16_",,,,1,,,,1,,,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","X Not classifiable by economic activity","18_",1,2,2,2,1,1,1,1,1,1,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","Total","00_",1050,1057,1064,1076,1071,1074,1078,1111,1154,1192,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","A Agriculture, Hunting and Forestry","01_",25,22,20,19,19,17,16,15,14,15,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","B Fishing","02_",2,2,2,2,1,1,1,1,1,1,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","C Mining and Quarrying","03_",6,6,7,6,6,6,7,6,8,9,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","D Manufacturing","04_",77,76,74,75,71,68,67,67,67,73,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","E Electricity, Gas and Water Supply","05_",3,4,3,3,3,4,3,3,4,5,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","F Construction","06_",12,12,12,13,13,11,10,12,13,11,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","G Wholesale and Retail Trade; Repair of Motor Vehicles, Motorcycles and Personal and Household Goods","07_",151,157,156,159,160,164,166,169,170,172,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","H Hotels and Restaurants","08_",49,47,43,45,45,42,44,43,45,45,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","I Transport, Storage and Communications","09_",50,51,51,45,40,40,39,40,40,39,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","J Financial Intermediation","10_",28,25,23,25,23,23,24,26,26,26,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","K Real Estate, Renting and Business Activities","11_",79,80,84,84,86,83,84,95,101,103,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","L Public Administration and Defence; Compulsory Social Security","12_",63,67,66,67,66,64,62,65,73,78,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","M Education","13_",118,119,120,120,120,127,125,127,138,143,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","N Health and Social Work","14_",330,335,346,363,364,369,375,385,392,416,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","O Other Community,Social and Personal Service Activities","15_",51,48,52,49,49,53,54,54,58,56,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","P Households with Employed Persons","16_",5,4,2,2,2,2,2,3,3,1,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Norway","NO","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Women","2C","Total employment, by economic activity","2B","ISIC-Rev.3","I3","X Not classifiable by economic activity","18_",1,1,1,1,1,1,,,1,1,"Persons aged 15 to 74 years. 2006: Break. Prior to 2006: persons aged 16 to 74 years. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","Total","00_",,281.645,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","A Agriculture, Hunting and Forestry","01_",,10.702,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","B Fishing","02_",,7.246,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","C Mining and Quarrying","03_",,8.468,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","D Manufacturing","04_",,13.887,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","E Electricity, Gas and Water Supply","05_",,1.097,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","F Construction","06_",,7.956,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","G Wholesale and Retail Trade; Repair of Motor Vehicles, Motorcycles and Personal and Household Goods","07_",,16.557,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","H Hotels and Restaurants","08_",,2.509,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","I Transport, Storage and Communications","09_",,20.366,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","J Financial Intermediation","10_",,6.073,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","K Real Estate, Renting and Business Activities","11_",,3.032,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","L Public Administration and Defence; Compulsory Social Security","12_",,136.909,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","M Education","13_",,33.785,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","N Health and Social Work","14_",,10.609,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","O Other Community,Social and Personal Service Activities","15_",,1.413,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","P Households with Employed Persons","16_",,0.022,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","Q Extra¬Territorial Organizations and Bodies","17_",,0.114,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Total men and women","2A","Total employment, by economic activity","2B","ISIC-Rev.3","I3","X Not classifiable by economic activity","18_",,0.895,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","Total","00_",,243.079,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","A Agriculture, Hunting and Forestry","01_",,8.861,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","B Fishing","02_",,7.203,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","C Mining and Quarrying","03_",,7.805,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","D Manufacturing","04_",,9.406,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
"Oman","OM","Labour force survey","BA",,"Total employment","2E","Not used","2X","Total coverage","21","Men","2B","Total employment, by economic activity","2B","ISIC-Rev.3","I3","E Electricity, Gas and Water Supply","05_",,1.054,,,,,,,,,"Persons aged 12 years and over. Excluding armed forces. Omanis. ",
